,WTS,YR,DOY,RAD,MINT,MAXT,VPR,WIND,RAIN,AHA,OKTA
1561,1,2002,1561,16884,3.1,13.3,0.618,2.6,0.6,0.4746861,3.970183
1562,1,2002,1562,16264,5.9,18.4,0.808,2.4,0,0.4714471,4.222261
1563,1,2002,1563,11096,5.7,15.1,0.823,4.3,0.2,0.4683008,6.243291
1564,1,2002,1564,8012,6.6,9,0.888,4.3,0.6,0.4652447,7.202733
1565,1,2002,1565,10822,4.8,10.2,0.673,3.3,0,0.4759086,6.42335
1566,1,2002,1566,14878,-0.8,11.3,0.588,2.5,0,0.4727608,5.076008
1567,1,2002,1567,11338,-0.3,12.2,0.703,2,0,0.4697056,6.31042
1568,1,2002,1568,18630,4.1,15.1,0.753,1.6,0,0.4667404,3.594181
1569,1,2002,1569,16748,1.5,16,0.768,2.1,0,0.4638626,4.428209
1570,1,2002,1570,19819,0.6,15.5,0.678,2.6,0,0.46107,3.239583
1571,1,2002,1571,18484,1.5,15.6,0.683,3.3,0,0.4583601,3.864907
1572,1,2002,1572,21266,2.7,17.2,0.803,3.9,0,0.4557307,2.660714
1573,1,2002,1573,22620,3.1,20.6,0.938,2.1,0,0.4531796,2.030237
1574,1,2002,1574,19449,6.5,21.5,0.983,3.3,0,0.4634291,3.501267
1575,1,2002,1575,21875,7.6,22.5,1.123,2.7,0,0.4608068,2.430898
1576,1,2002,1576,20514,7.2,23.7,1.183,2.1,0,0.4582649,3.079932
1577,1,2002,1577,10386,8.7,18.6,1.163,2.9,3,0.4558013,6.752427
1578,1,2002,1578,21522,4.2,15.7,0.773,2.6,0,0.4534137,2.947661
1579,1,2002,1579,14527,1.8,18.7,0.813,3.3,1,0.4511003,5.60735
1580,1,2002,1580,10243,9.5,14.3,0.873,3.9,1,0.4488591,6.883765
1581,1,2002,1581,24988,2.5,23.7,0.803,3.8,8,0.4466881,1.577645
1582,1,2002,1582,9070,8.5,9.6,1.053,3.2,13,0.4445856,7.191386
1583,1,2002,1583,10475,7.8,12,0.953,1.9,2,0.4425499,6.859003
1584,1,2002,1584,9174,6.3,9.7,0.943,3.3,1,0.4405791,7.202855
1585,1,2002,1585,10260,6.4,10.9,0.903,3.2,1.2,0.4503409,6.950833
1586,1,2002,1586,10053,5,9.8,0.828,3.2,0.4,0.4483247,7.026482
1587,1,2002,1587,21218,0.2,15.1,0.813,1.7,0,0.4463753,3.498559
1588,1,2002,1588,21355,6.3,19.6,0.983,2.6,0,0.4444911,3.414806
1589,1,2002,1589,14704,8.8,20.4,1.303,2.2,0,0.4426705,5.700206
1590,1,2002,1590,11297,12.7,20.1,1.313,2.3,0.8,0.4409119,6.700003
1591,1,2002,1591,19268,6,20.2,1.153,2.1,1.2,0.4392137,4.252991
1592,1,2002,1592,9622,10.4,14.7,1.133,3.1,0,0.4375746,7.165459
1593,1,2002,1593,12752,9.6,15.1,1.068,1.5,4,0.4359931,6.386358
1594,1,2002,1594,20759,2.9,21.4,1.038,3.1,3,0.434468,3.841706
1595,1,2002,1595,27605,5.6,21.6,0.968,2.4,0,0.4329977,1.119012
1596,1,2002,1596,26748,5.7,22.4,1.018,1.8,0,0.4425584,1.516452
1597,1,2002,1597,27010,7.3,27.7,1.193,1.9,0,0.4410665,1.35398
1598,1,2002,1598,21382,12.1,27.6,1.158,4.5,5,0.4396315,3.691655
1599,1,2002,1599,10241,12.7,16,1.328,2.6,0.4,0.4382521,7.064825
1600,1,2002,1600,22346,8.7,20,1.158,2.4,0,0.4369271,3.390014
1601,1,2002,1601,24789,12.1,22.5,1.243,1.6,0,0.4356553,2.430399
1602,1,2002,1602,25437,9.6,27,1.133,5.2,0,0.4344355,2.249019
1603,1,2002,1603,10387,16.9,20.2,1.153,5.4,40,0.4332668,7.081036
1604,1,2002,1604,10886,9.5,15.1,1.193,1.9,0,0.4321479,6.967107
1605,1,2002,1605,21249,8.1,19.9,1.138,2.4,4,0.4310781,3.925036
1606,1,2002,1606,14619,8.9,16.9,1.123,2.7,0.2,0.4300562,6.035894
1607,1,2002,1607,16590,7.8,17.7,1.003,2.8,0,0.4290814,5.508748
1608,1,2002,1608,17692,6.1,16.5,0.988,1.8,0.8,0.4281528,5.194294
1609,1,2002,1609,14115,8,17.9,1.068,1.8,0.6,0.4272696,6.212293
1610,1,2002,1610,15482,10.2,17.3,1.033,2.5,0,0.426431,5.854338
1611,1,2002,1611,29033,4.9,21.1,0.998,1.6,0,0.4256362,1.091455
1612,1,2002,1612,29270,7,23.5,1.078,2,0,0.4248846,0.9690696
1613,1,2002,1613,22201,8.6,25.5,1.323,1.4,0,0.4343405,3.672251
1614,1,2002,1614,26453,10.4,27.4,1.428,1,0.4,0.4336099,2.023257
1615,1,2002,1615,17895,14.1,24.6,1.703,2.2,5.2,0.4329247,5.051464
1616,1,2002,1616,16577,14.8,24.4,1.598,2.8,7,0.4322843,5.483932
1617,1,2002,1617,13175,14.5,19.1,1.433,4.3,15,0.4316881,6.457871
1618,1,2002,1618,10776,11.6,15.3,1.308,4.7,8,0.4311354,7.056282
1619,1,2002,1619,16099,10.9,18.1,1.063,2.8,1,0.4306258,5.744532
1620,1,2002,1620,10540,11.4,16.8,1.223,1.9,0,0.4301587,7.123777
1621,1,2002,1621,13010,11.8,18.1,1.228,3.8,0.4,0.4297338,6.543285
1622,1,2002,1622,15006,10.4,18.3,1.088,2.6,0.4,0.4293505,6.052875
1623,1,2002,1623,17238,8.9,21.2,1.173,2.1,0.2,0.4290086,5.413695
1624,1,2002,1624,27204,9,26.2,1.423,1.6,0,0.4287077,1.854238
1625,1,2002,1625,25332,13.5,27.9,1.683,1.5,0.2,0.4284474,2.508302
1626,1,2002,1626,29043,14.2,32,1.738,1.7,0,0.4282277,0.9574975
1627,1,2002,1627,21583,17,29.2,1.863,1.7,0,0.4280482,3.861245
1628,1,2002,1628,23070,17.5,31,1.893,1.6,0.2,0.4279087,3.316826
1629,1,2002,1629,28459,16.5,34.5,1.628,2.2,0,0.4278092,1.266459
1630,1,2002,1630,28462,16.8,33.6,1.643,3.5,0,0.4277496,1.259342
1631,1,2002,1631,22477,19.2,30.6,2.108,2.2,0,0.4277297,3.480237
1632,1,2002,1632,18508,17.5,28.3,1.978,2.5,0,0.4277496,4.874982
1633,1,2002,1633,24159,16.7,28.8,1.988,2.5,0,0.4278092,2.875137
1634,1,2002,1634,25907,17.7,31.5,1.858,1.5,0,0.4279087,2.223948
1635,1,2002,1635,23575,18,30.7,2.008,2.4,27,0.4280482,3.084564
1636,1,2002,1636,18452,16.9,24.4,1.594,2.5,0,0.4282277,4.958522
1637,1,2002,1637,25672,13.2,25.3,1.263,3.1,0.2,0.4284474,2.521154
1638,1,2002,1638,29710,11.9,27.3,1.373,1.9,0,0.4287077,0.8045937
1639,1,2002,1639,22036,13.3,26.8,1.558,2.2,0.8,0.4290086,3.751257
1640,1,2002,1640,20680,14.1,21.2,1.143,3.4,0,0.4293505,4.330333
1641,1,2002,1641,29335,8.5,22.2,1.023,2.2,0,0.4297338,1.114818
1642,1,2002,1642,28379,9,24,1.078,2.1,0,0.4301587,1.467676
1643,1,2002,1643,22586,11.1,26.7,1.268,2.8,1,0.4306258,3.606128
1644,1,2002,1644,15591,14.9,21.5,1.338,3.5,0,0.4311354,5.815793
1645,1,2002,1645,14367,9.8,22.3,1.328,3.8,8,0.4316881,6.148155
1646,1,2002,1646,17166,11.8,20.7,1.208,2.6,0,0.4322843,5.367991
1647,1,2002,1647,23380,7.7,24.5,1.268,1.6,11.4,0.4329247,3.261274
1648,1,2002,1648,17731,13.3,21.4,1.463,2.4,0,0.4336099,5.120419
1649,1,2002,1649,25941,11.8,24.4,1.408,1.3,0.2,0.4343405,2.176351
1650,1,2002,1650,27037,12.1,30.6,1.618,2.4,14.4,0.4248846,1.611022
1651,1,2002,1651,18593,16.6,29,1.733,2.9,15.2,0.4256362,4.748634
1652,1,2002,1652,15959,12.6,21.1,1.398,2.8,0.2,0.426431,5.625397
1653,1,2002,1653,20874,11.3,23.5,1.313,2.2,0,0.4272696,4.043123
1654,1,2002,1654,24315,12.6,25,1.383,2,4,0.4281528,2.715752
1655,1,2002,1655,15874,14.4,21.2,1.458,3.8,3,0.4290814,5.602091
1656,1,2002,1656,10779,13.6,19.2,1.483,5.8,0,0.4300562,6.962723
1657,1,2002,1657,10151,15.5,18.7,1.708,5.8,1,0.4310781,7.084611
1658,1,2002,1658,10123,16.9,20.5,1.768,4.3,0.2,0.4321479,7.078678
1659,1,2002,1659,12219,15.4,23.3,1.618,3.2,0,0.4332668,6.558085
1660,1,2002,1660,23346,11.2,24.4,1.498,1.9,0.2,0.4344355,2.88238
1661,1,2002,1661,28475,10.7,25,1.303,1.7,0,0.4356553,0.7345051
1662,1,2002,1662,27760,9.8,29.7,1.563,1.5,0.2,0.4369271,0.8853707
1663,1,2002,1663,16054,18.3,25.3,1.653,2.6,0,0.4382521,5.380161
1664,1,2002,1664,28776,10.9,25,1.228,2.1,0,0.4396315,0.4887504
1665,1,2002,1665,28388,10.2,27.7,1.273,1.9,0,0.4410665,0.5918678
1666,1,2002,1666,11375,15.3,21.5,1.438,3.9,0.4,0.4425584,6.719477
1667,1,2002,1667,18189,13.4,23.3,1.443,3.4,0,0.4329977,4.620141
1668,1,2002,1668,12676,16,24.5,1.603,1.8,0.2,0.434468,6.317249
1669,1,2002,1669,27548,13,28.9,1.633,2,0,0.4359931,0.5817464
1670,1,2002,1670,27679,14.4,32.1,1.813,1.4,0,0.4375746,0.3702898
1671,1,2002,1671,26628,16.6,33.1,1.848,1.9,0,0.4392137,0.8052844
1672,1,2002,1672,21785,17.1,26.7,1.858,4,0,0.4409119,2.943224
1673,1,2002,1673,12642,17.5,21.8,1.653,2.8,8.2,0.4426705,6.23383
1674,1,2002,1674,16375,13.2,20.8,1.323,2.4,0.2,0.4444911,5.079075
1675,1,2002,1675,21394,11,26.1,1.363,2,6,0.4463753,3.131591
1676,1,2002,1676,10478,14.1,20.5,1.573,1.4,2.6,0.4483247,6.804266
1677,1,2002,1677,13866,14.1,22.4,1.513,1.6,0.2,0.4503409,5.792015
1678,1,2002,1678,17693,10.1,25.1,1.448,1.6,7,0.4405791,4.442724
1679,1,2002,1679,13042,14.2,20.8,1.583,2.2,2,0.4425499,5.994319
1680,1,2002,1680,14081,15,22.9,1.588,2.7,0,0.4445856,5.630752
1681,1,2002,1681,16530,12.7,23.9,1.593,2.5,0.6,0.4466881,4.731692
1682,1,2002,1682,11199,14.3,19.5,1.453,2.5,10,0.4488591,6.508498
1683,1,2002,1683,15628,12.4,19,1.268,3,0,0.4511003,5.064652
1684,1,2002,1684,12428,10.6,20.5,1.328,5,3,0.4534137,6.104844
1685,1,2002,1685,9882,12.8,19.1,1.483,3.2,0,0.4558013,6.826423
1686,1,2002,1686,20505,12.6,23.8,1.463,2.6,0.2,0.4582649,2.88011
1687,1,2002,1687,25555,10.8,26.6,1.438,1.8,0,0.4608068,0.3076586
1688,1,2002,1688,24697,11.3,29.2,1.633,1.6,0.2,0.4634291,0.5755475
1689,1,2002,1689,24156,13.6,29.9,1.658,1.5,0,0.4531796,0.7615505
1690,1,2002,1690,22984,13.2,30.3,1.563,1.3,0,0.4557307,1.33527
1691,1,2002,1691,20519,13.1,28.6,1.6,2,0,0.4583601,2.481905
1692,1,2002,1692,22600,14.7,32.8,1.718,2.4,2,0.46107,1.292513
1693,1,2002,1693,10847,16.3,22,1.798,1.9,3.8,0.4638626,6.309923
1694,1,2002,1694,20906,13.9,24.1,1.408,1.6,0.2,0.4667404,2.128457
1695,1,2002,1695,19321,10.4,23.7,1.378,1.8,0,0.4697056,2.846058
1696,1,2002,1696,15029,12.5,26.1,1.633,1.8,8,0.4727608,4.648554
1697,1,2002,1697,12053,15,23.6,1.778,1.4,4,0.4759086,5.756666
1698,1,2002,1698,12348,16.2,25.5,1.783,2.4,10,0.4652447,5.605342
1699,1,2002,1699,11250,15.7,24.6,1.813,2.1,41,0.4683008,5.97591
1700,1,2002,1700,13227,15.5,22.2,1.708,2.3,0.2,0.4714471,5.182609
1701,1,2002,1701,13207,14.1,22.3,1.688,2.8,1,0.4746861,5.146888
1702,1,2002,1702,10951,16.8,23.9,1.928,3.9,0.2,0.4780206,5.961825
1703,1,2002,1703,11596,17.8,25.1,1.943,2,9,0.4814532,5.667235
1704,1,2002,1704,7863,18,20.8,1.948,1.9,4.2,0.4849867,6.987462
1705,1,2002,1705,8157,14.9,19.2,1.563,3.5,0,0.4886243,6.902201
1706,1,2002,1706,9515,13.7,21.3,1.633,1.5,0,0.4923688,6.392819
1707,1,2002,1707,10210,14.8,22.8,1.748,1.8,3,0.4962234,6.078416
1708,1,2002,1708,16080,13.9,23.1,1.518,2.5,1,0.4847525,3.387233
1709,1,2002,1709,7537,14,15.8,1.563,2,18.2,0.4884854,7.00569
1710,1,2002,1710,10795,13.7,20.9,1.488,3.1,0,0.4923252,5.756831
1711,1,2002,1711,15531,13,23,1.463,1.1,0,0.4962751,3.441692
1712,1,2002,1712,14619,12.2,24.3,1.588,1.9,18,0.5003382,3.804191
1713,1,2002,1713,10257,14.9,20.4,1.618,3,2,0.5045179,5.821311
1714,1,2002,1714,16355,11.6,20.8,1.333,2.2,0.2,0.5088175,2.740426
1715,1,2002,1715,15217,8.3,19.2,1.228,2.5,0,0.5132406,3.332734
1716,1,2002,1716,8255,10.5,18.9,1.353,2.1,0.2,0.5177908,6.555478
1717,1,2002,1717,18207,9.6,20.8,1.323,1.8,0.2,0.5055089,1.225398
1718,1,2002,1718,18749,6.6,21.5,1.083,2.6,0,0.5099065,0.852452
1719,1,2002,1719,15387,8.2,20.1,1.183,2.7,0,0.5144268,2.846736
1720,1,2002,1720,19700,5.8,21,1.078,1.7,0,0.5190735,0
1721,1,2002,1721,18951,7.2,23.4,1.348,1.4,0.2,0.52385,0.07676253
1722,1,2002,1722,16401,10.2,25.8,1.483,2.1,4,0.5287601,1.687796
1723,1,2002,1723,9688,15.5,24.3,1.793,1.8,14,0.5338076,5.521777
1724,1,2002,1724,12089,13.6,23.6,1.778,1.4,0.2,0.5389965,4.135094
1725,1,2002,1725,8974,14,21.1,1.563,1.6,2.8,0.5443308,5.80138
1726,1,2002,1726,13752,10.7,17.7,1.153,3.1,0.2,0.5310217,3.105623
1727,1,2002,1727,9440,8,14,1.058,4.5,0.6,0.5361638,5.552249
1728,1,2002,1728,6291,7.1,10.4,0.883,4.9,0,0.5414451,6.984519
1729,1,2002,1729,13928,2.1,13.9,0.808,3.2,0,0.5468694,2.799662
1730,1,2002,1730,6464,7.2,15,1.118,2.4,0.2,0.5524405,6.809098
1731,1,2002,1731,8412,9.3,15.6,1.153,2.6,0,0.5581623,5.821397
1732,1,2002,1732,12865,6.6,17.5,1.013,2.2,0,0.5640389,3.060587
1733,1,2002,1733,16863,1.6,18.4,1.105,1.8,0,0.5700743,0
1734,1,2002,1734,16007,3.1,21.2,1.063,1.2,0,0.5762728,0.269269
1735,1,2002,1735,15565,4.1,21.7,1.123,1.7,0.2,0.561692,0.423059
1736,1,2002,1736,8934,5.7,20,1.098,1.4,0,0.5676466,5.205212
1737,1,2002,1737,13652,3.5,21.2,1.218,1.6,2,0.5737551,1.653422
1738,1,2002,1738,6533,14.2,18.1,1.423,2.9,0.8,0.5800211,6.38516
1739,1,2002,1739,13008,5.3,17.1,0.993,2.1,0,0.5864484,1.996298
1740,1,2002,1740,6141,5.9,13.2,1.128,3,0.4,0.5930407,6.540662
1741,1,2002,1741,6597,7,13.3,1.003,1.9,0,0.5998016,6.263625
1742,1,2002,1742,9717,2.4,13.5,0.918,1.1,0,0.6067352,4.208584
1743,1,2002,1743,5355,3.2,15.4,1.093,1.8,4,0.613845,6.825163
1744,1,2002,1744,5334,9,13.7,1.258,1.3,1,0.5977256,6.771659
1745,1,2002,1745,5360,10.3,13.6,1.278,1.7,0,0.604523,6.71096
1746,1,2002,1746,5477,6.9,13.7,1.133,2,1,0.6114829,6.620056
1747,1,2002,1747,11785,2.5,15.7,0.958,2.3,0,0.6186082,1.7958
1748,1,2002,1748,4884,11,13.4,1.263,1.4,0.4,0.6259017,6.849689
1749,1,2002,1749,4865,9.7,17.4,1.473,1.5,1.6,0.6333662,6.790922
1750,1,2002,1750,7353,11.1,21.7,1.493,2.9,4,0.6410042,5.033965
1751,1,2002,1751,4781,11.5,13.5,1.128,2.9,2.2,0.6488184,6.796343
1752,1,2002,1752,6653,5.5,13.1,0.958,3.2,7,0.656811,5.528667
1753,1,2002,1753,10366,5.9,13.3,0.873,1.4,0,0.6388855,2.225773
1754,1,2002,1754,11855,1.8,19,1.018,3,6,0.6464759,0.3338087
1755,1,2002,1755,6459,13,19.9,1.373,5.2,4,0.6542244,5.341187
1756,1,2002,1756,4978,10.9,17.3,1.243,4.7,1,0.662132,6.406959
1757,1,2002,1757,7228,11.8,15,1.028,3.9,5,0.6701993,4.609049
1758,1,2002,1758,8566,4.6,14.6,0.953,3.5,3.8,0.6784269,3.252821
1759,1,2002,1759,4205,9.5,15.6,1.298,4.8,4,0.6868149,6.780337
1760,1,2002,1760,10710,10.4,18,1.048,2.6,0,0.6953632,0.4045714
1761,1,2002,1761,7462,5.1,19.7,1.018,3.3,0,0.7040714,3.950156
1762,1,2002,1762,11324,3.3,13.4,0.803,1.5,0,0.7129386,0
1763,1,2002,1763,10923,-1.1,16.5,0.813,1.4,0,0.6923149,0
1764,1,2002,1764,9143,3.3,19,1.088,1.2,0,0.700639,1.569628
1765,1,2002,1765,6378,5.6,14.8,1.173,1.8,0,0.7090916,4.550238
1766,1,2002,1766,4942,10.6,15,1.183,2.3,0.4,0.7176699,5.83026
1767,1,2002,1767,3761,8.2,13.7,1.343,2.8,30,0.7263706,6.731555
1768,1,2002,1768,6572,12.6,15.9,1.238,3.7,2,0.7351898,3.994026
1769,1,2002,1769,5171,8.7,12,0.998,3.9,2.8,0.7441232,5.441329
1770,1,2002,1770,4992,5.8,10.4,0.918,2.4,0,0.7531658,5.559866
1771,1,2002,1771,4225,2.8,9.4,0.888,1.8,17,0.7623121,6.212976
1772,1,2002,1772,5534,5.6,9.8,0.863,4.7,2,0.7715559,4.859086
1773,1,2002,1773,4630,2.1,9.2,0.778,3.2,12.8,0.7808905,5.736432
1774,1,2002,1774,3414,5.2,12.9,1.108,4.1,7.2,0.7903083,6.732967
1775,1,2002,1775,3368,7.8,12.7,1.263,2.8,6.4,0.7651079,6.707159
1776,1,2002,1776,5453,11.6,14.8,1.108,3.8,0.8,0.773748,4.49652
1777,1,2002,1777,6836,2.3,13.4,0.888,2.2,1,0.7824279,2.666855
1778,1,2002,1778,7563,6.6,15.9,0.988,5.3,0.9,0.7911379,1.365026
1779,1,2002,1779,3678,9.9,11.7,1.038,3.5,14,0.799868,6.260407
1780,1,2002,1780,3941,7,13.8,1.123,1.4,7.8,0.8086072,5.913698
1781,1,2002,1781,3113,7.7,9.7,1.088,1.3,0.2,0.8173439,6.712731
1782,1,2002,1782,7424,3.9,14.4,0.953,1.9,0,0.8260659,0.9322938
1783,1,2002,1783,6345,1,11.1,0.868,1.5,0,0.8347603,2.593163
1784,1,2002,1784,4755,3.4,11.2,0.823,0.9,0,0.8434135,4.764163
1785,1,2002,1785,4906,0.5,14.2,0.913,2.8,0,0.8520114,4.449579
1786,1,2002,1786,2928,11,14,0.973,5.3,3.6,0.8605392,6.720554
1787,1,2002,1787,5130,5.6,12.2,0.853,3.3,0,0.8689813,3.989095
1788,1,2002,1788,2925,5.4,12.6,0.933,2.2,6.2,0.877322,6.658748
1789,1,2002,1789,2829,6.5,8.8,1.063,1.8,23,0.8456998,6.704699
1790,1,2002,1790,3751,6.1,13.6,0.963,3.1,0,0.8529965,5.615666
1791,1,2002,1791,2895,6.3,9.4,0.923,2.5,0,0.8601484,6.590221
1792,1,2002,1792,4458,3.1,11.6,0.893,1.4,0,0.8671399,4.563278
1793,1,2002,1793,3274,1.8,13.2,0.963,1.9,5,0.8739554,6.069833
1794,1,2002,1794,3491,6.1,9.8,0.893,2.4,1.2,0.8805792,5.774907
1795,1,2002,1795,2786,3.7,8.1,0.883,3.1,0.2,0.8869953,6.593326
1796,1,2002,1796,2853,2.7,7.7,0.883,3.3,5,0.893188,6.487345
1797,1,2002,1797,2646,4.2,8.4,0.823,2.9,3,0.8991416,6.709757
1798,1,2002,1798,2775,4.4,6.9,0.823,3.7,0,0.9048404,6.536542
1799,1,2002,1799,2664,3.7,6.4,0.778,1.5,9,0.9102692,6.65081
1800,1,2002,1800,2793,2.3,5.9,0.773,3.6,3,0.9154131,6.477474
1801,1,2002,1801,2536,4.7,5.5,0.763,5.4,0,0.9202576,6.760036
1802,1,2002,1802,2520,2.5,3,0.688,2,0,0.9247889,6.775122
1803,1,2002,1803,2504,2.3,4.3,0.663,0.7,0,0.9289936,6.782251
1804,1,2002,1804,2918,2.3,5.3,0.643,1,0,0.9328591,6.272644
1805,1,2002,1805,2505,0.8,4.4,0.678,2,0.8,0.9363737,6.749877
1806,1,2002,1806,2958,0.9,4.8,0.668,1.5,4,0.9395266,6.18252
1807,1,2002,1807,2626,0.6,5.1,0.728,0.9,0,0.9423079,6.571825
1808,1,2002,1808,2760,-0.2,5.4,0.723,0.5,0,0.9447088,6.396819
1809,1,2002,1809,3357,0.5,9.1,0.808,2.4,7,0.9467216,5.560515
1810,1,2002,1810,3032,5.6,12.2,0.923,3.3,9,0.9483397,5.97568
1811,1,2002,1811,2420,5.9,8.7,0.963,2.4,8,0.949558,6.749902
1812,1,2002,1812,2415,6.6,8.5,0.968,1.2,7.6,0.9503724,6.752328
1813,1,2002,1813,2641,2.8,6.3,0.723,2.8,0,0.9507803,6.520435
1814,1,2002,1814,3210,-0.3,4.2,0.653,1.9,0,0.9507803,5.792734
1815,1,2002,1815,2406,0.1,6.5,0.818,1.5,1.4,0.9503724,6.789559
1816,1,2002,1816,2406,5.6,8.6,0.993,1.6,3,0.949558,6.76349
1817,1,2002,1817,2407,5.5,11.3,1.093,3,3,0.9483397,6.751614
1818,1,2002,1818,2409,5.6,9.9,1.053,1.3,0,0.9467216,6.761828
1819,1,2002,1819,2412,4.9,8.7,0.953,1,0.4,0.9447088,6.782065
1820,1,2002,1820,2474,4.7,9.8,0.983,1.6,4,0.9423079,6.712511
1821,1,2002,1821,3863,5.8,14.3,1.008,4,2,0.9395266,4.795562
1822,1,2002,1822,2429,9.3,14.9,1.028,6,19.2,0.9363737,6.782651
1823,1,2002,1823,2437,6.6,9.8,1.013,3.3,1.4,0.9328591,6.789378
1824,1,2002,1824,2446,6.3,9.6,0.993,3.3,2,0.9289936,6.797191
1825,1,2002,1825,2485,8.1,11.3,0.998,3.2,0.8,0.9247889,6.767696
1826,1,2002,1826,1460,7.4,9.3,0.978,3,1.4,0.9202576,7.835785
1827,1,2003,1827,3174,3.4,7.8,0.838,3,3.2,0.9154131,5.998452
1828,1,2003,1828,2948,4.2,11.5,0.838,3.8,3,0.9102692,6.310938
1829,1,2003,1829,3108,3.3,8.6,0.759,2.6,0.6,0.9048404,6.161519
1830,1,2003,1830,3325,3.6,7.4,0.721,3.3,2.4,0.8991416,5.93302
1831,1,2003,1831,3069,-1.2,2.6,0.567,3,0,0.893188,6.321503
1832,1,2003,1832,3667,-1.9,0,0.423,4.4,0,0.8869953,5.680615
1833,1,2003,1833,5773,-6.5,-1.1,0.363,3.2,0,0.8805792,2.703598
1834,1,2003,1834,2633,-7.3,-3.4,0.368,2,1,0.8739554,6.933897
1835,1,2003,1835,2625,-4.8,-2.2,0.388,2.1,0,0.8671399,6.963373
1836,1,2003,1836,4205,-9.4,-5.7,0.268,2.5,0,0.8601484,5.273865
1837,1,2003,1837,2827,-10.3,-3.6,0.303,2.3,0,0.8529965,6.843324
1838,1,2003,1838,7408,-11.5,-3.2,0.253,2.2,0,0.8456998,0.5930215
1839,1,2003,1839,5533,-14.1,-1.8,0.318,1.2,0.6,0.877322,3.669685
1840,1,2003,1840,2753,-3.1,2.1,0.623,1.3,0,0.8689813,6.936003
1841,1,2003,1841,5276,0.2,6,0.623,1.2,0.6,0.8605392,4.024367
1842,1,2003,1842,2812,-3.3,3.5,0.628,1.5,0,0.8520114,6.944695
1843,1,2003,1843,3932,-2.6,2.3,0.583,1.3,0,0.8434135,5.86139
1844,1,2003,1844,3005,-3.2,5.1,0.638,0.7,0,0.8347603,6.833856
1845,1,2003,1845,2909,-2.8,7.2,0.688,2.8,0.4,0.8260659,6.948622
1846,1,2003,1846,3534,-0.9,10.2,0.718,3.3,3,0.8173439,6.396021
1847,1,2003,1847,4700,6.2,10.9,0.838,4.3,1.4,0.8086072,5.175639
1848,1,2003,1848,3483,4.4,9.1,0.788,3.6,3.2,0.799868,6.52504
1849,1,2003,1849,3054,3.3,5.9,0.793,5,1,0.7911379,6.951286
1850,1,2003,1850,8250,4.8,5.7,0.623,4.7,0,0.7824279,0.8376349
1851,1,2003,1851,8163,-3.4,4.6,0.523,3.1,0.8,0.773748,1.242933
1852,1,2003,1852,3173,-0.9,6.1,0.743,2,1.6,0.7651079,6.97304
1853,1,2003,1853,3215,2.9,8,0.928,1.8,0.8,0.7903083,6.948644
1854,1,2003,1854,6279,7,8.7,0.828,4.5,5,0.7808905,3.984511
1855,1,2003,1855,3620,1.3,4.4,0.668,5.8,6,0.7715559,6.749259
1856,1,2003,1856,4313,1.1,4,0.578,4.8,6,0.7623121,6.243142
1857,1,2003,1857,8012,-2.7,-1.1,0.418,5.1,1,0.7531658,2.54164
1858,1,2003,1858,5300,-6.5,0.3,0.433,2.1,0.6,0.7441232,5.550119
1859,1,2003,1859,4147,-2.6,4,0.628,3.5,1.4,0.7351898,6.531713
1860,1,2003,1860,3536,2.8,7.6,0.803,4.7,30,0.7263706,7.003205
1861,1,2003,1861,6655,0.8,3.8,0.623,5.1,2,0.7176699,4.438075
1862,1,2003,1862,6165,-0.4,3,0.513,4.5,0.4,0.7090916,5.05325
1863,1,2003,1863,5899,-2.8,1.9,0.493,2.4,0,0.700639,5.382961
1864,1,2003,1864,3893,-4.8,3.6,0.503,0.5,0,0.6923149,6.970288
1865,1,2003,1865,9188,0.3,8.5,0.623,0.9,0,0.7129386,2.26974
1866,1,2003,1866,7055,-1.4,7.5,0.698,1.9,2.8,0.7040714,4.542364
1867,1,2003,1867,4808,2.3,6.3,0.728,0.9,0,0.6953632,6.438628
1868,1,2003,1868,5193,2,6.3,0.613,0.9,0,0.6868149,6.249724
1869,1,2003,1869,4335,-2.5,1.5,0.488,1.6,0,0.6784269,6.901267
1870,1,2003,1870,2463,-2.1,-1.1,0.413,2.2,0,0.6701993,7.952591
1871,1,2003,1871,4373,-2.7,0.9,0.428,1.6,0,0.662132,6.974093
1872,1,2003,1872,7165,-2.2,1.4,0.398,1.6,0,0.6542244,5.153637
1873,1,2003,1873,6166,-5.5,-0.4,0.363,4,0,0.6464759,5.962587
1874,1,2003,1874,10753,-3.6,2,0.358,3.5,0,0.6388855,2.336979
1875,1,2003,1875,11678,-7.7,2,0.348,1.2,0,0.656811,1.623453
1876,1,2003,1876,8974,-8.4,7.5,0.403,0.8,0,0.6488184,4.131856
1877,1,2003,1877,6524,0.8,8.8,0.473,1,0,0.6410042,5.951546
1878,1,2003,1878,12846,-5.3,11.1,0.463,0.7,0,0.6333662,0.9213293
1879,1,2003,1879,12894,-4.7,13.2,0.528,2,0,0.6259017,1.006073
1880,1,2003,1880,9744,-2.1,12.4,0.618,1.6,0,0.6186082,3.859294
1881,1,2003,1881,12807,-1.6,12.6,0.608,3.4,0,0.6114829,1.389595
1882,1,2003,1882,9280,3.6,13.7,0.483,5.4,0,0.604523,4.488994
1883,1,2003,1883,5372,7.4,12.5,0.508,5.4,0,0.5977256,6.904961
